rank,eigenvalue
423,3.6117515440727625e-06
424,3.538489750633014e-06
425,3.5178497680121915e-06
426,3.441788690909196e-06
427,3.4204253566132116e-06
428,3.3554836550983803e-06
429,3.3027532710918903e-06
430,3.2630660717887363e-06
431,3.185805065334569e-06
432,3.1338292916477244e-06
433,3.089490284955096e-06
434,3.0525002196646465e-06
435,2.98989744322306e-06
436,2.9497368728855795e-06
437,2.8962303122886025e-06
438,2.8233449116645174e-06
439,2.7936973342449648e-06
440,2.7142182868130714e-06
441,2.7056730454968493e-06
442,2.6459889011402543e-06
443,2.5700469127996477e-06
444,2.5236986271548608e-06
445,2.4400378685075414e-06
446,2.4231633278043455e-06
447,2.3365221159537234e-06
448,2.310057199324329e-06
449,2.2405138843131328e-06
450,2.206266516165969e-06
451,2.187531331629348e-06
452,2.1215279229355735e-06
453,2.0976961734594246e-06
454,2.0015929864243815e-06
455,1.9184030595499496e-06
456,1.895376620921782e-06
457,1.8786937574941643e-06
458,1.8359979155138812e-06
459,1.816308489039388e-06
460,1.7526699021826494e-06
461,1.7222920893986993e-06
462,1.6826863735915678e-06
463,1.6606888114206673e-06
464,1.6284502991460657e-06
465,1.5622594937977653e-06
466,1.5333497171768057e-06
467,1.516106325372673e-06
468,1.4979904822711476e-06
469,1.4786336343216222e-06
470,1.4456602346097502e-06
471,1.418342740611661e-06
472,1.3901421314041079e-06
473,1.3508669490439999e-06
474,1.313073759223731e-06
475,1.2644032377616108e-06
476,1.2485143881857656e-06
477,1.2264399323948207e-06
478,1.1933385573007618e-06
479,1.1681577932279723e-06
480,1.145142350114075e-06
481,1.1381957392413318e-06
482,1.1273318996379441e-06
483,1.102491444863125e-06
484,1.0830322518778218e-06
485,1.048121752258496e-06
486,1.035080978199691e-06
487,1.0113390888045721e-06
488,9.848230683536455e-07
489,9.677388179590257e-07
490,9.427145054862492e-07
491,9.223973262112073e-07
492,9.074767277722875e-07
493,8.904176413178991e-07
494,8.837955202814821e-07
495,8.62030975358812e-07
496,8.253591216328426e-07
497,7.858288763230932e-07
498,7.652268575054465e-07
499,7.469740043760275e-07
500,7.360323228036549e-07
501,6.897014168116396e-07
502,5.5978425015471e-07
503,4.6280197106656413e-07
504,3.786156543467958e-07
505,3.1971413891184343e-07
506,2.6812339899579283e-07
507,2.1839817834466316e-07
508,1.3692850307213472e-07
509,1.1127205983264194e-07
510,7.855684202042404e-08
511,5.763800677097542e-08
512,3.443778134964599e-08
